  0.7605300E-01  0.1891951E+29  0.3315906E+29  0.5517398E+29  0.8801763E+29  0.1355852E+30  0.2024264E+30  0.2947498E+30  0.4189587E+30  0.5855703E+30  0.8056624E+30  0.1097045E+31  0.1481212E+31  0.1990553E+31  0.2674206E+31
  0.8148659E-01  0.1815292E+29  0.3239649E+29  0.5471772E+29  0.8841621E+29  0.1377500E+30  0.2076839E+30  0.3050453E+30  0.4367576E+30  0.6142709E+30  0.8493835E+30  0.1161251E+31  0.1572979E+31  0.2119568E+31  0.2853304E+31
  0.8692017E-01  0.1730679E+29  0.3147123E+29  0.5396590E+29  0.8832916E+29  0.1391379E+30  0.2118777E+30  0.3139771E+30  0.4529082E+30  0.6409828E+30  0.8909017E+30  0.1223328E+31  0.1662435E+31  0.2246222E+31  0.3030326E+31
  0.9235375E-01  0.1650929E+29  0.3056911E+29  0.5318558E+29  0.8812863E+29  0.1402804E+30  0.2156715E+30  0.3223337E+30  0.4683070E+30  0.6667532E+30  0.9313364E+30  0.1284286E+31  0.1750679E+31  0.2371645E+31  0.3206231E+31
  0.9778734E-01  0.1566709E+29  0.2954525E+29  0.5217273E+29  0.8753904E+29  0.1408178E+30  0.2185665E+30  0.3294440E+30  0.4821039E+30  0.6906441E+30  0.9696009E+30  0.1342669E+31  0.1836418E+31  0.2494383E+31  0.3379779E+31
  0.1032209E+00  0.1486818E+29  0.2854066E+29  0.5113218E+29  0.8684342E+29  0.1411323E+30  0.2210727E+30  0.3359611E+30  0.4950894E+30  0.7135317E+30  0.1006673E+31  0.1399641E+31  0.1920730E+31  0.2615605E+31  0.3551964E+31
  0.1086545E+00  0.1408841E+29  0.2752227E+29  0.5001928E+29  0.8597008E+29  0.1411377E+30  0.2230728E+30  0.3417197E+30  0.5071034E+30  0.7351561E+30  0.1042311E+31  0.1455002E+31  0.2003282E+31  0.2735112E+31  0.3722363E+31
  0.1140881E+00  0.1330111E+29  0.2644885E+29  0.4877315E+29  0.8482707E+29  0.1407078E+30  0.2243882E+30  0.3464704E+30  0.5178481E+30  0.7551279E+30  0.1076089E+31  0.1508276E+31  0.2083537E+31  0.2852399E+31  0.3890394E+31
  0.1195217E+00  0.1259145E+29  0.2546439E+29  0.4761393E+29  0.8375140E+29  0.1402991E+30  0.2256496E+30  0.3510615E+30  0.5283048E+30  0.7746754E+30  0.1109315E+31  0.1560887E+31  0.2163049E+31  0.2968909E+31  0.4057664E+31
  0.1249553E+00  0.1185797E+29  0.2440095E+29  0.4628447E+29  0.8236828E+29  0.1393664E+30  0.2260922E+30  0.3544696E+30  0.5370331E+30  0.7921959E+30  0.1139892E+31  0.1610566E+31  0.2239236E+31  0.3081887E+31  0.4221448E+31
  0.1303888E+00  0.1116741E+29  0.2337449E+29  0.4496654E+29  0.8094528E+29  0.1383002E+30  0.2262609E+30  0.3574165E+30  0.5450321E+30  0.8087883E+30  0.1169231E+31  0.1658822E+31  0.2313790E+31  0.3193117E+31  0.4383495E+31
  0.1358224E+00  0.1054286E+29  0.2243053E+29  0.4373770E+29  0.7960349E+29  0.1372852E+30  0.2264228E+30  0.3602661E+30  0.5528165E+30  0.8250295E+30  0.1198080E+31  0.1706465E+31  0.2387631E+31  0.3303576E+31  0.4544766E+31
  0.1412560E+00  0.9905653E+28  0.2142976E+29  0.4237550E+29  0.7802403E+29  0.1358504E+30  0.2259105E+30  0.3621224E+30  0.5593216E+30  0.8394956E+30  0.1225058E+31  0.1751956E+31  0.2459479E+31  0.3412104E+31  0.4704305E+31
  0.1466896E+00  0.9304807E+28  0.2046361E+29  0.4102925E+29  0.7642218E+29  0.1343150E+30  0.2251747E+30  0.3635857E+30  0.5652543E+30  0.8531169E+30  0.1251064E+31  0.1796284E+31  0.2530160E+31  0.3519448E+31  0.4862731E+31
  0.1521232E+00  0.8760323E+28  0.1957385E+29  0.3977246E+29  0.7490972E+29  0.1328519E+30  0.2244680E+30  0.3650013E+30  0.5710306E+30  0.8664518E+30  0.1276645E+31  0.1840061E+31  0.2600190E+31  0.3626081E+31  0.5020439E+31
  0.1575568E+00  0.8240323E+28  0.1870390E+29  0.3851160E+29  0.7333940E+29  0.1312462E+30  0.2234867E+30  0.3659420E+30  0.5760262E+30  0.8787589E+30  0.1300857E+31  0.1882175E+31  0.2668216E+31  0.3730435E+31  0.5175717E+31
  0.1629903E+00  0.7719306E+28  0.1780582E+29  0.3716314E+29  0.7157351E+29  0.1292893E+30  0.2219264E+30  0.3659666E+30  0.5795805E+30  0.8892374E+30  0.1322658E+31  0.1921387E+31  0.2732712E+31  0.3830726E+31  0.5326602E+31
  0.1684239E+00  0.7246738E+28  0.1697824E+29  0.3590384E+29  0.6990600E+29  0.1274243E+30  0.2204276E+30  0.3659904E+30  0.5830390E+30  0.8994910E+30  0.1344093E+31  0.1960090E+31  0.2796575E+31  0.3930292E+31  0.5476723E+31
  0.1738575E+00  0.6816761E+28  0.1621361E+29  0.3472521E+29  0.6832847E+29  0.1256441E+30  0.2189860E+30  0.3660134E+30  0.5864074E+30  0.9095317E+30  0.1365178E+31  0.1998308E+31  0.2859832E+31  0.4029161E+31  0.5626106E+31
  0.1792911E+00  0.6400079E+28  0.1545326E+29  0.3352408E+29  0.6667346E+29  0.1236975E+30  0.2172231E+30  0.3654962E+30  0.5889795E+30  0.9183801E+30  0.1384739E+31  0.2034699E+31  0.2920996E+31  0.4126164E+31  0.5773487E+31
  0.1847247E+00  0.5991661E+28  0.1468754E+29  0.3228297E+29  0.6491086E+29  0.1215361E+30  0.2150611E+30  0.3643208E+30  0.5905913E+30  0.9257950E+30  0.1402472E+31  0.2068903E+31  0.2979650E+31  0.4220965E+31  0.5918494E+31
  0.1901583E+00  0.5620041E+28  0.1398036E+29  0.3112183E+29  0.6324396E+29  0.1194735E+30  0.2129825E+30  0.3631831E+30  0.5921606E+30  0.9330522E+30  0.1419909E+31  0.2102666E+31  0.3037730E+31  0.4315103E+31  0.6062782E+31
  0.1955918E+00  0.5280988E+28  0.1332573E+29  0.3003343E+29  0.6166505E+29  0.1175026E+30  0.2109816E+30  0.3620809E+30  0.5936897E+30  0.9401594E+30  0.1437063E+31  0.2136005E+31  0.3095258E+31  0.4408599E+31  0.6206374E+31
  0.2010254E+00  0.4969160E+28  0.1271469E+29  0.2900384E+29  0.6015422E+29  0.1155951E+30  0.2090207E+30  0.3609621E+30  0.5951098E+30  0.9470290E+30  0.1453819E+31  0.2168787E+31  0.3152087E+31  0.4501250E+31  0.6349060E+31
  0.2064590E+00  0.4646995E+28  0.1206505E+29  0.2787006E+29  0.5843065E+29  0.1132814E+30  0.2063870E+30  0.3587427E+30  0.5948797E+30  0.9515888E+30  0.1467426E+31  0.2197689E+31  0.3204508E+31  0.4588046E+31  0.6485659E+31
  0.2118926E+00  0.4353291E+28  0.1146420E+29  0.2680835E+29  0.5679934E+29  0.1110723E+30  0.2038537E+30  0.3565940E+30  0.5946556E+30  0.9560512E+30  0.1480803E+31  0.2226211E+31  0.3256405E+31  0.4674197E+31  0.6621535E+31
  0.2173262E+00  0.4084898E+28  0.1090738E+29  0.2581247E+29  0.5525317E+29  0.1089606E+30  0.2014144E+30  0.3545121E+30  0.5944373E+30  0.9604208E+30  0.1493957E+31  0.2254367E+31  0.3307797E+31  0.4759723E+31  0.6756709E+31
  0.2227598E+00  0.3839080E+28  0.1039037E+29  0.2487682E+29  0.5378574E+29  0.1069398E+30  0.1990635E+30  0.3524934E+30  0.5942245E+30  0.9647017E+30  0.1506900E+31  0.2282170E+31  0.3358701E+31  0.4844643E+31  0.6891203E+31
  0.2281933E+00  0.3612489E+28  0.9907072E+28  0.2399139E+29  0.5238167E+29  0.1049879E+30  0.1967703E+30  0.3504938E+30  0.5939597E+30  0.9688173E+30  0.1519534E+31  0.2309503E+31  0.3408986E+31  0.4928816E+31  0.7024882E+31
  0.2336269E+00  0.3379826E+28  0.9396105E+28  0.2302715E+29  0.5079615E+29  0.1026992E+30  0.1938851E+30  0.3474728E+30  0.5921743E+30  0.9706890E+30  0.1529141E+31  0.2332965E+31  0.3454806E+31  0.5008012E+31  0.7153715E+31
  0.2390605E+00  0.3166991E+28  0.8922349E+28  0.2212253E+29  0.4929346E+29  0.1005113E+30  0.1911071E+30  0.3445465E+30  0.5904351E+30  0.9725211E+30  0.1538587E+31  0.2356119E+31  0.3500167E+31  0.5086616E+31  0.7281868E+31
  0.2444941E+00  0.2971900E+28  0.8482337E+28  0.2127259E+29  0.4786751E+29  0.9841764E+29  0.1884300E+30  0.3417098E+30  0.5887400E+30  0.9743154E+30  0.1547876E+31  0.2378973E+31  0.3545085E+31  0.5164646E+31  0.7409359E+31
  0.2499277E+00  0.2792727E+28  0.8072994E+28  0.2047293E+29  0.4651281E+29  0.9641219E+29  0.1858480E+30  0.3389580E+30  0.5870868E+30  0.9760735E+30  0.1557016E+31  0.2401540E+31  0.3589573E+31  0.5242119E+31  0.7536207E+31
  0.2553613E+00  0.2627869E+28  0.7691583E+28  0.1971958E+29  0.4522437E+29  0.9448945E+29  0.1833558E+30  0.3362868E+30  0.5854737E+30  0.9777968E+30  0.1566011E+31  0.2423829E+31  0.3633644E+31  0.5319049E+31  0.7662428E+31
  0.2607948E+00  0.2469576E+28  0.7319177E+28  0.1897163E+29  0.4392233E+29  0.9251122E+29  0.1807288E+30  0.3333616E+30  0.5833725E+30  0.9787396E+30  0.1573896E+31  0.2444599E+31  0.3675874E+31  0.5393975E+31  0.7786326E+31
  0.2662284E+00  0.2312811E+28  0.6942997E+28  0.1820038E+29  0.4254853E+29  0.9037343E+29  0.1777929E+30  0.3299162E+30  0.5803539E+30  0.9782832E+30  0.1579857E+31  0.2462784E+31  0.3715025E+31  0.5465607E+31  0.7906396E+31
  0.2716620E+00  0.2168869E+28  0.6593177E+28  0.1747512E+29  0.4124417E+29  0.8832676E+29  0.1749625E+30  0.3265749E+30  0.5774114E+30  0.9778362E+30  0.1585718E+31  0.2480733E+31  0.3753789E+31  0.5536715E+31  0.8025836E+31
  0.2770956E+00  0.2036476E+28  0.6267396E+28  0.1679229E+29  0.4000445E+29  0.8636561E+29  0.1722319E+30  0.3233327E+30  0.5745417E+30  0.9773982E+30  0.1591485E+31  0.2498454E+31  0.3792178E+31  0.5607312E+31  0.8144661E+31
  0.2825292E+00  0.1914505E+28  0.5963578E+28  0.1614863E+29  0.3882501E+29  0.8448484E+29  0.1695957E+30  0.3201846E+30  0.5717415E+30  0.9769689E+30  0.1597160E+31  0.2515953E+31  0.3830202E+31  0.5677412E+31  0.8262887E+31
  0.2879628E+00  0.1801958E+28  0.5679862E+28  0.1554121E+29  0.3770182E+29  0.8267969E+29  0.1670489E+30  0.3171263E+30  0.5690080E+30  0.9765480E+30  0.1602746E+31  0.2533238E+31  0.3867873E+31  0.5747028E+31  0.8380528E+31
  0.2933963E+00  0.1697949E+28  0.5414575E+28  0.1496737E+29  0.3663123E+29  0.8094579E+29  0.1645869E+30  0.3141536E+30  0.5663382E+30  0.9761352E+30  0.1608247E+31  0.2550316E+31  0.3905200E+31  0.5816173E+31  0.8497598E+31
  0.2988299E+00  0.1591963E+28  0.5138450E+28  0.1435562E+29  0.3546161E+29  0.7899386E+29  0.1617116E+30  0.3104556E+30  0.5624870E+30  0.9738663E+30  0.1611033E+31  0.2563973E+31  0.3938085E+31  0.5880199E+31  0.8609067E+31
  0.3042635E+00  0.1493406E+28  0.4878345E+28  0.1377254E+29  0.3433491E+29  0.7709478E+29  0.1588880E+30  0.3067860E+30  0.5586058E+30  0.9714554E+30  0.1613506E+31  0.2577127E+31  0.3970228E+31  0.5943280E+31  0.8719434E+31
  0.3096971E+00  0.1402536E+28  0.4635667E+28  0.1322284E+29  0.3326301E+29  0.7527377E+29  0.1561623E+30  0.3032236E+30  0.5548194E+30  0.9690930E+30  0.1615939E+31  0.2590114E+31  0.4002058E+31  0.6005903E+31  0.8829224E+31
  0.3151307E+00  0.1318634E+28  0.4408972E+28  0.1270409E+29  0.3224236E+29  0.7352633E+29  0.1535296E+30  0.2997634E+30  0.5511239E+30  0.9667772E+30  0.1618333E+31  0.2602939E+31  0.4033583E+31  0.6068080E+31  0.8938451E+31
  0.3205643E+00  0.1241060E+28  0.4196959E+28  0.1221403E+29  0.3126968E+29  0.7184831E+29  0.1509852E+30  0.2964009E+30  0.5475155E+30  0.9645065E+30  0.1620690E+31  0.2615607E+31  0.4064811E+31  0.6129821E+31  0.9047128E+31
  0.3259978E+00  0.1169240E+28  0.3998452E+28  0.1175065E+29  0.3034196E+29  0.7023583E+29  0.1485246E+30  0.2931317E+30  0.5439908E+30  0.9622791E+30  0.1623011E+31  0.2628122E+31  0.4095749E+31  0.6191137E+31  0.9155266E+31
  0.3314314E+00  0.1102663E+28  0.3812387E+28  0.1131208E+29  0.2945643E+29  0.6868531E+29  0.1461438E+30  0.2899516E+30  0.5405465E+30  0.9600935E+30  0.1625296E+31  0.2640489E+31  0.4126406E+31  0.6252037E+31  0.9262877E+31
  0.3368650E+00  0.1037003E+28  0.3625838E+28  0.1086498E+29  0.2853722E+29  0.6704211E+29  0.1435605E+30  0.2863870E+30  0.5364025E+30  0.9567572E+30  0.1625806E+31  0.2650346E+31  0.4153742E+31  0.6308842E+31  0.9365765E+31
  0.3422986E+00  0.9738220E+27  0.3443708E+28  0.1042231E+29  0.2761401E+29  0.6536643E+29  0.1408829E+30  0.2826165E+30  0.5318483E+30  0.9527043E+30  0.1625159E+31  0.2658519E+31  0.4178798E+31  0.6362791E+31  0.9465320E+31
  0.3477322E+00  0.9153963E+27  0.3273382E+28  0.1000423E+29  0.2673451E+29  0.6375805E+29  0.1382963E+30  0.2789540E+30  0.5274036E+30  0.9487320E+30  0.1624524E+31  0.2666588E+31  0.4203608E+31  0.6416340E+31  0.9564340E+31
  0.3531658E+00  0.8613017E+27  0.3113929E+28  0.9609010E+28  0.2589601E+29  0.6221327E+29  0.1357962E+30  0.2753945E+30  0.5230641E+30  0.9448374E+30  0.1623898E+31  0.2674556E+31  0.4228176E+31  0.6469499E+31  0.9662838E+31
  0.3585993E+00  0.8111579E+27  0.2964503E+28  0.9235089E+28  0.2509602E+29  0.6072865E+29  0.1333785E+30  0.2719339E+30  0.5188258E+30  0.9410179E+30  0.1623282E+31  0.2682426E+31  0.4252510E+31  0.6522277E+31  0.9760822E+31
  0.3640329E+00  0.7646228E+27  0.2824335E+28  0.8881018E+28  0.2433222E+29  0.5930100E+29  0.1310392E+30  0.2685678E+30  0.5146848E+30  0.9372710E+30  0.1622675E+31  0.2690200E+31  0.4276615E+31  0.6574682E+31  0.9858304E+31
  0.3694665E+00  0.7213885E+27  0.2692726E+28  0.8545470E+28  0.2360248E+29  0.5792732E+29  0.1287746E+30  0.2652923E+30  0.5106374E+30  0.9335942E+30  0.1622078E+31  0.2697880E+31  0.4300496E+31  0.6626722E+31  0.9955294E+31
  0.3749001E+00  0.6811775E+27  0.2569039E+28  0.8227226E+28  0.2290480E+29  0.5660483E+29  0.1265815E+30  0.2621037E+30  0.5066803E+30  0.9299851E+30  0.1621490E+31  0.2705470E+31  0.4324159E+31  0.6678405E+31  0.1005180E+32
  0.3803337E+00  0.6426412E+27  0.2449001E+28  0.7914621E+28  0.2221135E+29  0.5527379E+29  0.1243473E+30  0.2588030E+30  0.5024939E+30  0.9259363E+30  0.1620172E+31  0.2711873E+31  0.4346259E+31  0.6728147E+31  0.1014614E+32
  0.3857673E+00  0.6041769E+27  0.2327292E+28  0.7592529E+28  0.2148476E+29  0.5385162E+29  0.1219131E+30  0.2551033E+30  0.4976098E+30  0.9206931E+30  0.1617010E+31  0.2715422E+31  0.4364732E+31  0.6773498E+31  0.1023569E+32
  0.3912009E+00  0.5685054E+27  0.2213208E+28  0.7287778E+28  0.2079161E+29  0.5248517E+29  0.1195596E+30  0.2515072E+30  0.4928406E+30  0.9155523E+30  0.1613899E+31  0.2718926E+31  0.4383024E+31  0.6818514E+31  0.1032477E+32
  0.3966344E+00  0.5353892E+27  0.2106176E+28  0.6999213E+28  0.2012993E+29  0.5117153E+29  0.1172830E+30  0.2480103E+30  0.4881818E+30  0.9105105E+30  0.1610837E+31  0.2722385E+31  0.4401138E+31  0.6863202E+31  0.1041337E+32
  0.4020680E+00  0.5046140E+27  0.2005673E+28  0.6725771E+28  0.1949788E+29  0.4990799E+29  0.1150799E+30  0.2446086E+30  0.4836297E+30  0.9055645E+30  0.1607823E+31  0.2725802E+31  0.4419080E+31  0.6907569E+31  0.1050152E+32
  0.4075016E+00  0.4759860E+27  0.1911220E+28  0.6466470E+28  0.1889376E+29  0.4869198E+29  0.1129470E+30  0.2412983E+30  0.4791802E+30  0.9007113E+30  0.1604854E+31  0.2729178E+31  0.4436852E+31  0.6951622E+31  0.1058921E+32
  0.4129352E+00  0.4493295E+27  0.1822379E+28  0.6220404E+28  0.1831600E+29  0.4752113E+29  0.1108810E+30  0.2380757E+30  0.4748298E+30  0.8959478E+30  0.1601930E+31  0.2732512E+31  0.4454459E+31  0.6995366E+31  0.1067646E+32
  0.4183688E+00  0.4244856E+27  0.1738749E+28  0.5986737E+28  0.1776312E+29  0.4639318E+29  0.1088791E+30  0.2349375E+30  0.4705749E+30  0.8912713E+30  0.1599049E+31  0.2735808E+31  0.4471904E+31  0.7038808E+31  0.1076327E+32
  0.4238024E+00  0.4013098E+27  0.1659963E+28  0.5764695E+28  0.1723374E+29  0.4530606E+29  0.1069385E+30  0.2318804E+30  0.4664124E+30  0.8866790E+30  0.1596211E+31  0.2739064E+31  0.4489191E+31  0.7081954E+31  0.1084966E+32
  0.4292359E+00  0.3796708E+27  0.1585683E+28  0.5553562E+28  0.1672658E+29  0.4425777E+29  0.1050566E+30  0.2289012E+30  0.4623391E+30  0.8821685E+30  0.1593413E+31  0.2742283E+31  0.4506324E+31  0.7124810E+31  0.1093562E+32
  0.4346695E+00  0.3577463E+27  0.1509342E+28  0.5332925E+28  0.1618692E+29  0.4312203E+29  0.1029705E+30  0.2255136E+30  0.4574802E+30  0.8763132E+30  0.1588338E+31  0.2742362E+31  0.4519066E+31  0.7162088E+31  0.1101486E+32
  0.4401031E+00  0.3370768E+27  0.1436590E+28  0.5120554E+28  0.1566264E+29  0.4200930E+29  0.1009096E+30  0.2221398E+30  0.4525917E+30  0.8703390E+30  0.1582965E+31  0.2741935E+31  0.4530993E+31  0.7198230E+31  0.1109265E+32
  0.4455367E+00  0.3178334E+27  0.1368174E+28  0.4919093E+28  0.1516147E+29  0.4093843E+29  0.9891439E+29  0.2188570E+30  0.4478144E+30  0.8644780E+30  0.1577677E+31  0.2741514E+31  0.4542805E+31  0.7234107E+31  0.1117002E+32
  0.4509703E+00  0.2999023E+27  0.1303787E+28  0.4727858E+28  0.1468212E+29  0.3990734E+29  0.9698215E+29  0.2156617E+30  0.4431446E+30  0.8587268E+30  0.1572469E+31  0.2741097E+31  0.4554505E+31  0.7269724E+31  0.1124698E+32
  0.4564039E+00  0.2831797E+27  0.1243147E+28  0.4546215E+28  0.1422339E+29  0.3891410E+29  0.9511013E+29  0.2125504E+30  0.4385785E+30  0.8530821E+30  0.1567341E+31  0.2740686E+31  0.4566093E+31  0.7305087E+31  0.1132354E+32
  0.4618374E+00  0.2675712E+27  0.1185997E+28  0.4373579E+28  0.1378418E+29  0.3795691E+29  0.9329576E+29  0.2095200E+30  0.4341127E+30  0.8475407E+30  0.1562291E+31  0.2740280E+31  0.4577574E+31  0.7340201E+31  0.1139971E+32
  0.4672710E+00  0.2529907E+27  0.1132096E+28  0.4209404E+28  0.1336343E+29  0.3703405E+29  0.9153662E+29  0.2065676E+30  0.4297438E+30  0.8420994E+30  0.1557315E+31  0.2739879E+31  0.4588949E+31  0.7375070E+31  0.1147549E+32
  0.4727046E+00  0.2393597E+27  0.1081227E+28  0.4053185E+28  0.1296017E+29  0.3614391E+29  0.8983041E+29  0.2036901E+30  0.4254686E+30  0.8367554E+30  0.1552412E+31  0.2739482E+31  0.4600220E+31  0.7409698E+31  0.1155089E+32
  0.4781382E+00  0.2266066E+27  0.1033186E+28  0.3904450E+28  0.1257348E+29  0.3528497E+29  0.8817497E+29  0.2008850E+30  0.4212841E+30  0.8315057E+30  0.1547581E+31  0.2739090E+31  0.4611389E+31  0.7444090E+31  0.1162592E+32
  0.4835718E+00  0.2146657E+27  0.9877868E+27  0.3762762E+28  0.1220250E+29  0.3445581E+29  0.8656823E+29  0.1981495E+30  0.4171873E+30  0.8263478E+30  0.1542819E+31  0.2738702E+31  0.4622459E+31  0.7478251E+31  0.1170057E+32
  0.4890054E+00  0.2033151E+27  0.9441945E+27  0.3625498E+28  0.1184003E+29  0.3363910E+29  0.8497230E+29  0.1954083E+30  0.4130484E+30  0.8210593E+30  0.1537786E+31  0.2737797E+31  0.4632697E+31  0.7511251E+31  0.1177380E+32
  0.4944389E+00  0.1918057E+27  0.8993653E+27  0.3482489E+28  0.1145670E+29  0.3276139E+29  0.8322158E+29  0.1923238E+30  0.4082773E+30  0.8146160E+30  0.1530899E+31  0.2733919E+31  0.4638641E+31  0.7538671E+31  0.1184051E+32
  0.4998725E+00  0.1810632E+27  0.8571201E+27  0.3346594E+28  0.1108978E+29  0.3191581E+29  0.8152548E+29  0.1893209E+30  0.4036125E+30  0.8082929E+30  0.1524118E+31  0.2730089E+31  0.4644528E+31  0.7565890E+31  0.1190687E+32
  0.5053061E+00  0.1710288E+27  0.8172842E+27  0.3217385E+28  0.1073838E+29  0.3110084E+29  0.7988173E+29  0.1863966E+30  0.3990505E+30  0.8020864E+30  0.1517440E+31  0.2726306E+31  0.4650359E+31  0.7592911E+31  0.1197287E+32
  0.5107397E+00  0.1616491E+27  0.7796966E+27  0.3094468E+28  0.1040170E+29  0.3031507E+29  0.7828817E+29  0.1835480E+30  0.3945881E+30  0.7959932E+30  0.1510862E+31  0.2722568E+31  0.4656134E+31  0.7619738E+31  0.1203853E+32
  0.5161733E+00  0.1528750E+27  0.7442083E+27  0.2977474E+28  0.1007897E+29  0.2955716E+29  0.7674277E+29  0.1807724E+30  0.3902221E+30  0.7900101E+30  0.1504381E+31  0.2718875E+31  0.4661855E+31  0.7646375E+31  0.1210385E+32
  0.5216069E+00  0.1446617E+27  0.7106819E+27  0.2866060E+28  0.9769475E+28  0.2882584E+29  0.7524358E+29  0.1780672E+30  0.3859493E+30  0.7841338E+30  0.1497996E+31  0.2715226E+31  0.4667524E+31  0.7672824E+31  0.1216883E+32
  0.5270404E+00  0.1369680E+27  0.6789902E+27  0.2759905E+28  0.9472548E+28  0.2811991E+29  0.7378876E+29  0.1754299E+30  0.3817669E+30  0.7783615E+30  0.1491704E+31  0.2711619E+31  0.4673140E+31  0.7699090E+31  0.1223348E+32
  0.5324740E+00  0.1297562E+27  0.6490152E+27  0.2658711E+28  0.9187553E+28  0.2743824E+29  0.7237656E+29  0.1728581E+30  0.3776720E+30  0.7726903E+30  0.1485502E+31  0.2708054E+31  0.4678706E+31  0.7725174E+31  0.1229781E+32
  0.5379076E+00  0.1229916E+27  0.6206481E+27  0.2562200E+28  0.8913897E+28  0.2677977E+29  0.7100532E+29  0.1703496E+30  0.3736619E+30  0.7671173E+30  0.1479388E+31  0.2704530E+31  0.4684221E+31  0.7751081E+31  0.1236182E+32
  0.5433412E+00  0.1166424E+27  0.5937874E+27  0.2470109E+28  0.8651021E+28  0.2614349E+29  0.6967345E+29  0.1679021E+30  0.3697341E+30  0.7616399E+30  0.1473361E+31  0.2701046E+31  0.4689688E+31  0.7776813E+31  0.1242551E+32
  0.5487748E+00  0.1106794E+27  0.5683394E+27  0.2382196E+28  0.8398398E+28  0.2552843E+29  0.6837945E+29  0.1655136E+30  0.3658860E+30  0.7562556E+30  0.1467418E+31  0.2697601E+31  0.4695106E+31  0.7802373E+31  0.1248890E+32
  0.5542084E+00  0.1050747E+27  0.5442132E+27  0.2298218E+28  0.8155491E+28  0.2493357E+29  0.6712160E+29  0.1631815E+30  0.3621142E+30  0.7509598E+30  0.1461554E+31  0.2694188E+31  0.4700470E+31  0.7827753E+31  0.1255196E+32
