-5.892813383577257E-02 1.205147896042678E-01 9.819887760460228E-04 -7.442660820094854E-02 2.114592288315940E-01 1.999290483318756E-03 -1.003322409207871E+02 1.081121035813098E+02 -1.847486209094481E+01 -5.429767232705080E+01 4.575849315682952E+01 5.813082983332598E+01 -4.707908528724071E-02 -5.810208657716927E-03 
-1.160663007274809E-01 1.649301882208686E-01 1.583961811902992E-03 -8.330009119155893E-02 2.495378895888858E-01 2.790393176145212E-03 -1.002990481494764E+02 1.078091146358605E+02 -1.852741646180819E+01 -5.428162972136106E+01 4.575596671500862E+01 5.802776929246422E+01 -3.020527501850740E-02 6.381997185646285E-02 
-1.006305876153488E-01 1.926239656810480E-01 6.024114173689937E-04 -1.051446434568735E-01 3.062063819379392E-01 1.162539011628995E-03 -1.003339126915316E+02 1.078549134353516E+02 -1.845795689026234E+01 -5.431532557296331E+01 4.568294761907109E+01 5.810792159198601E+01 -2.634431504405586E-02 6.292550103786682E-02 
-1.241876209075035E-01 1.154478094854738E-01 2.419343888542083E-04 -1.459833640305518E-01 2.695103229687100E-01 5.324404002640512E-04 -1.004311101260537E+02 1.078487061020067E+02 -1.840569904644845E+01 -5.432738016658291E+01 4.571054537701298E+01 5.827541262104968E+01 -1.920811230555087E-02 3.431103916483579E-02 
-1.232653532871385E-01 2.019115726516130E-01 1.184909373552597E-04 -5.316415758326067E-02 3.355636855482331E-01 6.632625391341323E-04 -1.003206313415429E+02 1.078609062191870E+02 -1.846916712385311E+01 -5.434007927208438E+01 4.570505073071362E+01 5.815085388778223E+01 -4.245940869441579E-02 -1.261411790148049E-02 
-1.463174996196082E-01 1.069583621469464E-01 1.064326312942897E-03 -1.566386263620499E-01 2.667791146128933E-01 2.695379148127115E-04 -1.003185592748123E+02 1.078407959913901E+02 -1.840467020055092E+01 -5.435764143771473E+01 4.575232829203099E+01 5.816391263387349E+01 -2.421615266361764E-02 4.678325189909054E-02 
-7.721937301588223E-02 2.720378092304240E-01 3.320542248954192E-04 -3.301745632011645E-02 3.802419970446966E-01 1.193895122260420E-03 -1.003485850378738E+02 1.076695696100946E+02 -1.845266921553099E+01 -5.442929795042242E+01 4.565011625324856E+01 5.809702403687973E+01 -5.062131679866309E-02 4.470074558879293E-02 
-1.452298687956382E-01 1.580795852898770E-01 8.815968987300168E-04 -1.026617786498923E-01 2.060655166010136E-01 5.700510872008863E-04 -1.004300907632518E+02 1.080017976720440E+02 -1.840856549440032E+01 -5.429081206791829E+01 4.576841080127561E+01 5.816977919360374E+01 -4.151159727873038E-02 4.885000997384984E-02 
-1.304835177452782E-01 2.627916952675424E-01 1.048469752173911E-03 -1.993298977448708E-02 2.781856866019766E-01 1.389214628666291E-03 -1.004193117607771E+02 1.077890985603379E+02 -1.838743313197691E+01 -5.431207064098630E+01 4.577084140219495E+01 5.811691140480362E+01 -5.155984353273085E-02 1.145095687419752E-02 
-1.774156995328207E-01 1.672906154001168E-01 -3.452672255618793E-04 -1.239696523947596E-01 2.934079550202199E-01 5.767636604379620E-04 -1.002547792924519E+02 1.077671616947195E+02 -1.851356792457420E+01 -5.431798935420417E+01 4.571692350209454E+01 5.809721457741502E+01 -1.586343700221426E-02 5.793906514926760E-02 
-1.575475116611749E-01 1.901174912600545E-01 6.789873682114048E-04 -8.008389062943322E-03 2.548892611516950E-01 1.690387386538982E-03 -1.003578237281833E+02 1.078085247101910E+02 -1.843339982427603E+01 -5.426516813278202E+01 4.563957750864098E+01 5.810826465363925E+01 -3.861001350881762E-02 -4.984224611072521E-03 
-1.222659665079781E-01 1.243650302834838E-01 2.526766633793871E-04 -4.296228066593952E-03 3.249567267077696E-01 1.565920280958544E-03 -1.003062183398246E+02 1.078601575517088E+02 -1.849824208309245E+01 -5.440737774000505E+01 4.565361374020400E+01 5.812836294959654E+01 -4.044712471693422E-02 4.145018460664140E-02 
-7.752683557826694E-02 2.298751700869797E-01 8.122992015124062E-04 -1.167997196003219E-01 2.583574895954264E-01 9.096811704551479E-04 -1.003727234506242E+02 1.079257582183066E+02 -1.839181952742305E+01 -5.443598520142931E+01 4.567632332903261E+01 5.810228546762755E+01 -9.164651436546907E-03 4.266910016925465E-02 
-1.052898732404405E-01 1.865383157083179E-01 1.217155071829361E-03 -3.091902022771039E-02 2.640812241683016E-01 2.375228356467146E-03 -1.003530036133570E+02 1.077885747369102E+02 -1.845913749653105E+01 -5.424877684520494E+01 4.565438530970393E+01 5.811390216723977E+01 -6.948612575050869E-02 3.725722374322618E-02 
-1.919869928571591E-01 2.446189532990739E-01 9.083020777625114E-04 -1.828135326599754E-01 2.524991381066631E-01 1.226571177168596E-03 -1.002813228622821E+02 1.077598501646223E+02 -1.841476570856070E+01 -5.432999512282395E+01 4.576997145085810E+01 5.811109849388574E+01 -2.384403090468762E-02 2.249918638200926E-02 
-2.008915676313006E-01 2.520186515433048E-01 1.710113221105841E-03 -9.273920212278235E-02 3.581236583842216E-01 2.313637926111341E-03 -1.003251848527237E+02 1.080665610791787E+02 -1.847684142905759E+01 -5.424255733009725E+01 4.577429025143037E+01 5.805745831458925E+01 -3.515889305539220E-03 1.647485635296986E-02 
-1.594348366120235E-01 1.300473943667194E-01 4.797550098044998E-04 2.469954495535469E-02 3.370424846362744E-01 2.353945339891058E-03 -1.003435392044021E+02 1.079692076165808E+02 -1.852075761608421E+01 -5.444434977747195E+01 4.568099883043324E+01 5.815520309602481E+01 5.443447725427368E-03 4.023235006317057E-02 
-1.300793043321887E-01 2.784877035579280E-01 1.026985035024457E-04 -6.928965966134625E-02 2.544862430710316E-01 1.313551080049092E-03 -1.003785236450581E+02 1.079466904268043E+02 -1.835666721274830E+01 -5.430238576672937E+01 4.571896676368192E+01 5.811819291882520E+01 9.071084462535926E-03 5.669798254888483E-02 
-3.582169090476983E-02 1.171807224308035E-01 -1.241144141132843E-03 -5.942112920180528E-02 2.474415451317573E-01 4.013825687440135E-04 -1.004038845786871E+02 1.077656246375559E+02 -1.834590214108959E+01 -5.430394844511023E+01 4.566320009755674E+01 5.817145939458243E+01 -4.396631125336036E-02 7.291803806904412E-02 
-1.370426392308680E-01 2.734966732483918E-01 3.023660685233117E-04 -8.188534349789917E-02 3.250242857208121E-01 1.917704106837270E-03 -1.002491003822257E+02 1.076857032111399E+02 -1.842788080385413E+01 -5.441767812571637E+01 4.566634208772776E+01 5.808953330971091E+01 6.030573411872318E-03 3.474530428024494E-02 
