1.009265491563226E+00 -2.674175454398129E-01 3.129836701482296E-04 9.960249735428833E-01 9.984978363156795E-01 7.468342919031143E-01 -4.088080016155516E-01 1.423587258327245E-04 9.974902672604866E-01 9.997415207676644E-01 9.302384472622829E-01 -2.712339865759642E-01 2.426868901022706E-04 9.978307423948400E-01 1.000248411292376E+00 9.261532310298705E-01 -4.583054658470481E-01 7.154096476367902E-04 9.969857115797341E-01 1.000803607736356E+00 -4.127421043612584E+02 8.908186028922403E+02 -5.548635119169129E+02 7.904527040077653E+02 3.916290043741167E+02 1.487004039905164E+02 -8.059635440201532E+00 2.583038831688253E+02 1.573067782184293E+02 -6.145732136439956E+02 8.932999433625589E+02 -4.678813328445111E+02 7.779913552483285E-02 -1.835882254706883E+00 1.224899975477212E-02 -4.138674202095042E-02 -3.546431550354734E+01 
8.015635330403917E-01 -6.317944861192630E-01 8.615873444867508E-04 9.965768773100464E-01 9.986194777998486E-01 7.291658549187287E-01 -6.017319661836350E-01 5.379669240418986E-04 9.976810937836339E-01 9.994999499242176E-01 8.445271378748619E-01 -5.795225239507897E-01 7.833389393734721E-04 9.978338453636809E-01 1.000209182458959E+00 7.646061990872237E-01 -6.144188251520522E-01 6.074882696448108E-04 9.983296424518927E-01 1.000501693821271E+00 -4.127292334961904E+02 8.914601237439603E+02 -5.545270583787678E+02 7.909304603044775E+02 3.912977411749038E+02 1.485849108496390E+02 -7.859482206782834E+00 2.585574215606263E+02 1.570254135416792E+02 -6.145893299823582E+02 8.930435130184551E+02 -4.681170294247636E+02 3.235377351079373E-01 -1.429686814797620E+00 2.912376768450797E-02 -7.376396186127124E-02 -3.866095344645631E+01 
1.049371230961972E+00 -2.607295029988290E-01 -4.977197465581742E-05 9.972771033913398E-01 9.979470201993795E-01 9.113457300841826E-01 -3.752840866085850E-01 4.732177758336436E-04 9.973389796861052E-01 9.994700494969148E-01 9.839344284240841E-01 -5.455343821507611E-01 8.220874182018451E-04 9.980779978723249E-01 1.000123058041430E+00 1.043487676242197E+00 -4.655056746051965E-01 6.541867957140936E-04 9.975001626060590E-01 1.000534041595212E+00 -4.126047828866633E+02 8.914285480191608E+02 -5.548244802372337E+02 7.908290306741105E+02 3.911313127444405E+02 1.487234449340668E+02 -7.958846706282031E+00 2.583885549390915E+02 1.571934634081945E+02 -6.148305865770659E+02 8.929082845912151E+02 -4.682281240665861E+02 2.075209376141441E-01 -1.655197865702723E+00 5.205353831184048E-03 -7.886046214108217E-02 -3.261542985794085E+01 
9.555674107077952E-01 -5.525778048037230E-01 4.761394938265201E-05 9.962635623751998E-01 9.980157507950419E-01 9.158402211010066E-01 -6.517259040225952E-01 2.047419135304995E-04 9.974841192968557E-01 9.992965329300458E-01 8.443807944405378E-01 -6.340781372328309E-01 3.333575252968442E-04 9.977994889243172E-01 9.998846428611265E-01 7.792230341778398E-01 -6.084492453926246E-01 2.380130924672628E-04 9.986577543623508E-01 9.995866199487299E-01 -4.128587199576196E+02 8.916625702825500E+02 -5.547754697706351E+02 7.911296486053773E+02 3.914285043102866E+02 1.490172248662254E+02 -7.978584695479148E+00 2.586869146943992E+02 1.572101029671153E+02 -6.148810817082624E+02 8.930829590159296E+02 -4.679035727590130E+02 1.311400616826239E-01 -1.729925281204350E+00 2.545061092382988E-02 -1.447540521206722E-02 -3.556679754587066E+01 
1.053433892736695E+00 -3.958977216555941E-01 3.555443851012029E-04 9.969314967989963E-01 9.979965462482769E-01 9.786998590143877E-01 -2.255100231654190E-01 1.663665817286180E-06 9.981075123659650E-01 9.987861558196809E-01 9.334067488068232E-01 -3.722831095313522E-01 4.581297238846932E-04 9.983743071515990E-01 9.999271284575502E-01 9.189120558417646E-01 -4.226899742115654E-01 7.297982895540830E-04 9.980436921773093E-01 1.000066303825377E+00 -4.127579793137568E+02 8.916006360927233E+02 -5.546238801040408E+02 7.910149570146441E+02 3.909919602255613E+02 1.485115405623497E+02 -8.068012694845383E+00 2.584774368361841E+02 1.570701071665458E+02 -6.150346973527593E+02 8.928818205184309E+02 -4.683772396050132E+02 2.507130666254116E-01 -1.582525341313670E+00 4.283248186933687E-03 -8.797640102287814E-02 -3.714126269292193E+01 
1.307009061408191E+00 8.909588043163358E-02 -4.174069085900162E-05 9.965490961269722E-01 9.991209802595769E-01 1.280727370795633E+00 -4.922204778465950E-02 -5.560078833470995E-05 9.972768017168673E-01 1.000054323868436E+00 1.397391985532825E+00 -4.085093922762983E-02 3.494808507824806E-04 9.975122619176795E-01 1.000690034048436E+00 1.163441245464632E+00 -1.025016741801689E-01 5.775240872528831E-04 9.972267715897576E-01 1.000908358537370E+00 -4.134251792637722E+02 8.901627399552398E+02 -5.555954008449763E+02 7.897330382527655E+02 3.910173247416080E+02 1.483788854672285E+02 -8.483940605600385E+00 2.578384282884579E+02 1.572153976517071E+02 -6.147743866930098E+02 8.931808960932525E+02 -4.679552734522484E+02 1.698975090921463E-01 -1.689134548469277E+00 -2.955289086737467E-02 -1.190185043267517E-01 -3.518294547005154E+01 
1.084913299484607E+00 -3.279466537093432E-01 4.154121587970712E-04 9.968561223353736E-01 9.977535860484243E-01 1.129885010867183E+00 -5.659059424007610E-01 8.186258506950401E-04 9.975041881602867E-01 9.992605829447658E-01 1.043207580126874E+00 -5.779956784989291E-01 1.092044253942371E-03 9.975955472745712E-01 9.997948600334720E-01 1.026436312143527E+00 -5.656162919945054E-01 1.002155409580010E-03 9.979872319032058E-01 1.000057713164374E+00 -4.125409946840965E+02 8.917396518251493E+02 -5.547982700079963E+02 7.913675007848846E+02 3.910487733743162E+02 1.484406723064854E+02 -8.074745567593036E+00 2.586005225419972E+02 1.569343916217819E+02 -6.151708094529678E+02 8.927628998742756E+02 -4.686213446660468E+02 3.276102511677795E-01 -1.373810065467271E+00 -2.692881746634627E-02 -9.791420537423666E-02 -3.212131073053426E+01 
7.493116645941866E-01 -5.924238671017784E-01 2.752838066355711E-04 9.970737511721945E-01 9.972820738386137E-01 8.653053059133952E-01 -6.596920262085660E-01 9.477883950415677E-04 9.976648853759950E-01 9.990891758601922E-01 1.046816603514306E+00 -8.768098766611675E-01 1.397567732639433E-03 9.976752271797524E-01 9.997642509969832E-01 9.590706667365653E-01 -7.583020338069347E-01 1.814301468638308E-03 9.977452518978037E-01 1.000415333266674E+00 -4.119323152021624E+02 8.924485671444335E+02 -5.541763730340123E+02 7.917219846661914E+02 3.916209214016271E+02 1.486475132161482E+02 -7.876785750383277E+00 2.587190039474426E+02 1.567867590763465E+02 -6.147935079926048E+02 8.927191081393388E+02 -4.686080672149828E+02 1.286514089428251E-01 -1.748783137652369E+00 3.190785122588718E-02 -1.378196047857230E-02 -3.918267458041675E+01 
1.065066020963602E+00 -2.691179698286791E-01 -4.939637558374634E-04 9.967564910333734E-01 9.982601319389890E-01 9.257751913677912E-01 -5.813618537153841E-01 1.547604675918573E-04 9.967296442779757E-01 9.999501859803837E-01 9.343577228168107E-01 -6.627910584172263E-01 1.376915594234852E-04 9.977156941090678E-01 1.000366485913445E+00 1.048542964994020E+00 -7.440239961063049E-01 7.656544351728189E-04 9.966670093330884E-01 1.001016375419147E+00 -4.130993676812371E+02 8.908115289772086E+02 -5.553014655621387E+02 7.906679624635233E+02 3.915355197948107E+02 1.490668368271991E+02 -8.099630187708788E+00 2.585072688147221E+02 1.574553036110525E+02 -6.143265154054834E+02 8.936954500060405E+02 -4.674488130946740E+02 2.394171976356473E-01 -1.539190838258990E+00 -1.334178572355639E-02 -5.839670433457585E-02 -3.676096985751727E+01 
8.448308989446922E-01 -7.544452648490652E-01 4.843690772214687E-04 9.972017023878165E-01 9.982030941256395E-01 8.292950571609323E-01 -8.649830423310485E-01 7.475861506879340E-04 9.974586089287389E-01 9.993876386258556E-01 7.077487048704703E-01 -8.713723786391980E-01 9.848589929180277E-04 9.976263578518594E-01 1.000252254878098E+00 7.040331456748614E-01 -9.726395403326231E-01 1.168451886263409E-03 9.979139148717654E-01 1.000414437401443E+00 -4.122665724460408E+02 8.920241491401687E+02 -5.543486951438122E+02 7.912991552243520E+02 3.915814018135666E+02 1.491275784027503E+02 -7.750613637168202E+00 2.588584730780565E+02 1.572759903242331E+02 -6.143784747798065E+02 8.931684879745435E+02 -4.680942020371876E+02 2.369705054926800E-01 -1.530629886794513E+00 1.493833903466545E-02 -1.872395792921888E-02 -2.974146942855881E+01 
8.150081779828391E-01 -2.901342566048093E-01 3.085759865331370E-04 9.970922923855876E-01 9.974170826108469E-01 6.058577538512591E-01 -4.172825579352694E-01 2.168982469799392E-04 9.983582240528861E-01 9.986011109016343E-01 6.903629475554618E-01 -5.140575645653503E-01 7.843911635820439E-04 9.982888184647515E-01 9.993059560673017E-01 7.758560328566499E-01 -4.933335921028401E-01 6.798176981365835E-04 9.985037665654312E-01 9.994354103227073E-01 -4.122244825636382E+02 8.919565145711825E+02 -5.540601866252233E+02 7.915731256337438E+02 3.916878429575122E+02 1.486855590258205E+02 -7.815049978492944E+00 2.586844999247745E+02 1.573788155856899E+02 -6.152897781031241E+02 8.927456860193862E+02 -4.685516012907760E+02 2.588241428823318E-01 -1.481445321550467E+00 1.981155355069966E-02 -7.593442128734140E-02 -3.088363543081488E+01 
