  0.0000000E+00  0.5500000E+01  0.5600000E+01  0.5700000E+01  0.5800000E+01  0.5900000E+01  0.6000000E+01  0.6100000E+01  0.6200000E+01  0.6300000E+01  0.6400000E+01  0.6500000E+01  0.6600000E+01  0.6700000E+01  0.6800000E+01
  0.1085000E-01  0.9902074E+28  0.1308756E+29  0.1773617E+29  0.2323157E+29  0.3139977E+29  0.4233295E+29  0.5520161E+29  0.7148617E+29  0.9164746E+29  0.1169931E+30  0.1494816E+30  0.1913018E+30  0.2451613E+30  0.3175115E+30
  0.1628358E-01  0.1276623E+29  0.1729183E+29  0.2400331E+29  0.3207772E+29  0.4411103E+29  0.6035390E+29  0.7967661E+29  0.1041713E+30  0.1345244E+30  0.1727450E+30  0.2216627E+30  0.2845826E+30  0.3657848E+30  0.4748096E+30
  0.2171717E-01  0.1469676E+29  0.2032434E+29  0.2882718E+29  0.3917807E+29  0.5475232E+29  0.7598610E+29  0.1015551E+30  0.1340897E+30  0.1745079E+30  0.2254417E+30  0.2906559E+30  0.3744715E+30  0.4829373E+30  0.6283527E+30
  0.2715075E-01  0.1581170E+29  0.2232478E+29  0.3235127E+29  0.4462402E+29  0.6332645E+29  0.8918125E+29  0.1206058E+30  0.1608188E+30  0.2109509E+30  0.2742395E+30  0.3553781E+30  0.4596883E+30  0.5948974E+30  0.7758987E+30
  0.3258433E-01  0.1611555E+29  0.2327957E+29  0.3455221E+29  0.4831383E+29  0.6968741E+29  0.9967635E+29  0.1363815E+30  0.1836987E+30  0.2429958E+30  0.3180489E+30  0.4144315E+30  0.5387679E+30  0.6996832E+30  0.9150222E+30
  0.3801792E-01  0.1563140E+29  0.2319054E+29  0.3541119E+29  0.5017284E+29  0.7370609E+29  0.1072506E+30  0.1484733E+30  0.2022499E+30  0.2699051E+30  0.3559269E+30  0.4666731E+30  0.6097022E+30  0.7953277E+30  0.1043307E+31
  0.4345150E-01  0.1423757E+29  0.2182846E+29  0.3460539E+29  0.4972013E+29  0.7470592E+29  0.1109625E+30  0.1556023E+30  0.2145997E+30  0.2895712E+30  0.3850799E+30  0.5087419E+30  0.6689157E+30  0.8770830E+30  0.1155066E+31
  0.4888509E-01  0.1177241E+29  0.1886488E+29  0.3157152E+29  0.4602738E+29  0.7137673E+29  0.1091144E+30  0.1555156E+30  0.2179705E+30  0.2985630E+30  0.4019266E+30  0.5363771E+30  0.7113016E+30  0.9390130E+30  0.1242900E+31
  0.5431867E-01  0.8028274E+28  0.1376454E+29  0.2479909E+29  0.3723221E+29  0.6046460E+29  0.9735747E+29  0.1427303E+30  0.2060843E+30  0.2895288E+30  0.3977695E+30  0.5396716E+30  0.7252902E+30  0.9672594E+30  0.1289781E+31
  0.5975225E-01  0.3393571E+28  0.6358849E+28  0.1144664E+29  0.2054182E+29  0.3772744E+29  0.6905062E+29  0.1106990E+30  0.1713632E+30  0.2532401E+30  0.3612813E+30  0.5041760E+30  0.6919274E+30  0.9371706E+30  0.1263942E+31
