0.000000000000000E+00  0.000000000000000E+00  0.000000000000000E+00  0.000000000000000E+00  0.000000000000000E+00  0.000000000000000E+00 
8.403361344537816E-02  0.000000000000000E+00  0.000000000000000E+00  0.000000000000000E+00  0.000000000000000E+00  0.000000000000000E+00 
1.680672268907563E-01  1.999999955296516E-02  9.999999776482582E-03  0.000000000000000E+00  0.000000000000000E+00  0.000000000000000E+00 
2.521008403361344E-01  1.999999955296516E-02  9.999999776482582E-03  0.000000000000000E+00  0.000000000000000E+00  0.000000000000000E+00 
3.361344537815126E-01  1.999999955296516E-02  1.999999955296516E-02  6.052119424566627E-04  9.999999776482582E-03  6.052119424566627E-04 
4.201680672268908E-01  1.999999955296516E-02  1.999999955296516E-02  2.873843349516392E-02  9.999999776482582E-03  9.999999776482582E-03 
5.042016806722689E-01  4.999999701976776E-02  3.999999910593033E-02  4.104171320796013E-02  2.104171551764011E-02  3.312514722347260E-02 
5.882352941176471E-01  4.999999701976776E-02  3.999999910593033E-02  7.000000029802322E-02  2.999999932944775E-02  7.999999821186066E-02 
6.722689075630253E-01  4.999999701976776E-02  8.305162936449051E-02  1.199999973177910E-01  7.101721316576004E-02  1.299999952316284E-01 
7.563025210084034E-01  5.886931344866753E-02  1.244346573948860E-01  1.429564356803894E-01  1.703475266695023E-01  1.459128707647324E-01 
8.403361344537816E-01  2.273745685815811E-01  1.499999910593033E-01  2.284684926271439E-01  2.397812157869339E-01  2.289060652256012E-01 
9.243697478991597E-01  2.363382875919342E-01  2.699999809265137E-01  2.363382875919342E-01  2.626765668392181E-01  2.526765763759613E-01 
1.008403361344538E+00  2.529074251651764E-01  2.714537084102631E-01  2.500000000000000E-01  2.814536988735199E-01  2.599999904632568E-01 
1.092436974789916E+00  2.699999809265137E-01  2.853585481643677E-01  2.607170939445496E-01  2.953585386276245E-01  2.599999904632568E-01 
1.176470588235294E+00  2.782324254512787E-01  2.899999916553497E-01  2.782324254512787E-01  3.164648413658142E-01  3.011621534824371E-01 
1.260504201680672E+00  2.800000011920929E-01  3.004354238510132E-01  2.904354333877563E-01  3.299999833106995E-01  3.102177083492279E-01 
1.344537815126051E+00  2.800000011920929E-01  3.199999928474426E-01  3.100000023841858E-01  3.314291834831238E-01  3.199999928474426E-01 
1.428571428571429E+00  2.819607853889465E-01  3.199999928474426E-01  3.100000023841858E-01  3.419607877731323E-01  3.199999928474426E-01 
1.512605042016807E+00  2.918902039527893E-01  3.199999928474426E-01  3.100000023841858E-01  3.499999940395355E-01  3.199999928474426E-01 
1.596638655462185E+00  3.012826442718506E-01  3.199999928474426E-01  3.100000023841858E-01  3.499999940395355E-01  3.199999928474426E-01 
1.680672268907563E+00  3.100000023841858E-01  3.199999928474426E-01  3.101932108402252E-01  3.499999940395355E-01  3.201932013034821E-01 
1.764705882352941E+00  3.100000023841858E-01  3.199999928474426E-01  3.186689317226410E-01  3.499999940395355E-01  3.286689221858978E-01 
1.848739495798319E+00  3.100000023841858E-01  3.199999928474426E-01  3.267502784729004E-01  3.567502796649933E-01  3.367502987384796E-01 
1.932773109243698E+00  3.100000023841858E-01  3.199999928474426E-01  3.344723284244537E-01  3.599999845027924E-01  3.400000035762787E-01 
2.016806722689076E+00  3.211942613124847E-01  3.199999928474426E-01  3.400000035762787E-01  3.599999845027924E-01  3.418657183647156E-01 
2.100840336134454E+00  3.637433052062988E-01  3.199999928474426E-01  3.400000035762787E-01  3.599999845027924E-01  3.489572107791901E-01 
2.184873949579832E+00  3.700000047683716E-01  3.257705271244049E-01  3.457705378532410E-01  3.599999845027924E-01  3.499999940395355E-01 
2.268907563025210E+00  3.700000047683716E-01  3.532671928405762E-01  3.499999940395355E-01  3.599999845027924E-01  3.616335988044739E-01 
2.352941176470588E+00  3.700000047683716E-01  4.164442718029022E-01  3.499999940395355E-01  3.599999845027924E-01  3.932221233844757E-01 
2.436974789915967E+00  3.747404217720032E-01  4.347403943538666E-01  3.689616620540619E-01  3.599999845027924E-01  4.284424781799316E-01 
2.521008403361345E+00  3.799999952316284E-01  4.406297206878662E-01  3.969268798828125E-01  3.650377094745636E-01  4.599999785423279E-01 
2.605042016806723E+00  3.799999952316284E-01  4.463258981704712E-01  4.595848321914673E-01  4.106071293354034E-01  4.599999785423279E-01 
2.689075630252101E+00  3.910472393035889E-01  4.518412053585052E-01  5.018411874771118E-01  4.418412148952484E-01  4.618411958217621E-01 
2.773109243697479E+00  4.231207370758057E-01  4.571867585182190E-01  5.071867704391479E-01  4.471867680549622E-01  4.671867787837982E-01 
2.857142857142857E+00  4.423727691173553E-01  4.623727798461914E-01  5.123727917671204E-01  4.499999880790710E-01  4.699999988079071E-01 
2.941176470588236E+00  4.474084377288818E-01  4.674084186553955E-01  5.174084305763245E-01  4.499999880790710E-01  4.699999988079071E-01 
3.025210084033614E+00  4.707199335098267E-01  4.723021984100342E-01  5.199999809265137E-01  4.499999880790710E-01  4.746044278144836E-01 
3.109243697478992E+00  5.135571360588074E-01  4.770618975162506E-01  5.199999809265137E-01  4.499999880790710E-01  4.841237962245941E-01 
3.193277310924370E+00  5.399999618530273E-01  4.935572147369385E-01  5.267785787582397E-01  4.584732651710510E-01  4.967786073684692E-01 
3.277310924369748E+00  5.399999618530273E-01  5.296564698219299E-01  5.448282361030579E-01  4.810352921485901E-01  5.148282051086426E-01 
3.361344537815127E+00  5.399999618530273E-01  5.600000023841858E-01  5.606052279472351E-01  5.036312937736511E-01  5.318155884742737E-01 
3.445378151260504E+00  5.399999618530273E-01  5.600000023841858E-01  5.648947358131409E-01  5.293685793876648E-01  5.446842312812805E-01 
3.529411764705883E+00  5.399999618530273E-01  5.600000023841858E-01  5.690809488296509E-01  5.544856190681458E-01  5.572428107261658E-01 
3.613445378151261E+00  5.399999618530273E-01  5.631685853004456E-01  5.921801924705505E-01  5.631685853004456E-01  5.631685853004456E-01 
3.697478991596639E+00  5.399999618530273E-01  5.671622753143311E-01  6.201359629631042E-01  5.671622753143311E-01  5.671622753143311E-01 
3.781512605042017E+00  5.485297441482544E-01  5.699999928474426E-01  6.421324014663696E-01  5.742648839950562E-01  5.710662007331848E-01 
3.865546218487395E+00  5.790747404098511E-01  5.699999928474426E-01  6.497686505317688E-01  5.895373821258545E-01  5.748843550682068E-01 
3.949579831932773E+00  6.089628934860229E-01  5.699999928474426E-01  6.572406888008118E-01  6.044814586639404E-01  5.786203145980835E-01 
