1835 0.384 54 0.078 0.078
1840 0.384 53 0.078 0.078
1845 0.385 53 0.078 0.078
1850 0.386 54 0.078 0.078
1855 0.386 55 0.079 0.079
1860 0.387 55 0.08 0.08
1865 0.388 54 0.078 0.078
1870 0.39 54 0.079 0.079
1875 0.391 55 0.081 0.081
1880 0.392 55 0.08 0.08
1885 0.394 56 0.08 0.08
1890 0.396 58 0.083 0.083
1895 0.398 58 0.085 0.085
1900 0.4 57 0.088 0.088
1905 0.402 57 0.092 0.092
1910 0.404 57 0.095 0.095
1915 0.406 57 0.101 0.101
1920 0.409 58 0.11 0.11
1925 0.411 58 0.111 0.111
1930 0.412 59 0.116 0.116
1935 0.414 59 0.109 0.109
1940 0.415 58 0.106 0.106
1945 0.417 58 0.106 0.106
1950 0.418 59 0.103 0.103
1955 0.419 59 0.1 0.1
1960 0.42 60 0.098 0.098
1965 0.421 60 0.097 0.097
1970 0.422 60 0.098 0.098
1975 0.422 60 0.1 0.1
1980 0.423 61 0.103 0.103
1985 0.424 61 0.105 0.105
1990 0.424 62 0.126 0.126
1995 0.425 64 0.148 0.148
2000 0.425 65 0.157 0.157
2005 0.426 65 0.162 0.162
2010 0.426 64 0.17 0.17
2015 0.427 64 0.175 0.175
2020 0.428 63 0.178 0.178
2025 0.428 63 0.177 0.177
2030 0.429 64 0.175 0.175
2035 0.429 63 0.173 0.173
2040 0.429 62 0.176 0.176
2045 0.43 62 0.177 0.177
2050 0.43 62 0.177 0.177
2055 0.431 62 0.181 0.181
2060 0.431 62 0.182 0.182
2065 0.432 61 0.178 0.178
2070 0.432 61 0.175 0.175
2075 0.433 61 0.175 0.175
2080 0.433 61 0.18 0.18
2085 0.434 62 0.189 0.189
2090 0.434 63 0.193 0.193
2095 0.435 63 0.18 0.18
2100 0.435 61 0.17 0.17
2105 0.436 61 0.168 0.168
2110 0.437 61 0.168 0.168
2115 0.437 60 0.167 0.167
2120 0.438 60 0.166 0.166
2125 0.438 59 0.162 0.162
2130 0.439 57 0.154 0.154
2135 0.44 58 0.152 0.152
2140 0.44 59 0.15 0.15
2145 0.441 59 0.153 0.153
2150 0.442 58 0.152 0.152
2155 0.442 58 0.153 0.153
2160 0.443 58 0.157 0.157
2165 0.444 58 0.16 0.16
2170 0.445 58 0.16 0.16
2175 0.445 58 0.161 0.161
2180 0.446 57 0.159 0.159
2185 0.447 57 0.158 0.158
2190 0.448 58 0.161 0.161
2195 0.448 57 0.169 0.169
2200 0.449 58 0.164 0.164
2205 0.45 59 0.164 0.164
