1.297301070952094E-01 -3.204445936787571E-01 8.438330670399233E-04 7.464100360023314E-02 -2.571260440279948E-01 2.206970787130712E-03 -1.003409555210079E+02 1.080887628785859E+02 -1.845940107341725E+01 -5.412414120730627E+01 4.570473661319335E+01 5.826254467477437E+01 -3.338526236910137E-02 -3.993877936309854E-03 -2.430955472338406E-01 4.302513490742505E-01 
1.100912745112860E-01 -3.056222239944100E-01 1.847144613415223E-03 1.087878577469899E-01 -2.042469348902848E-01 2.782418040012384E-03 -1.003117932601120E+02 1.080753705911942E+02 -1.858336196812840E+01 -5.429945772118350E+01 4.565725165855520E+01 5.821078390090000E+01 -7.863905739722747E-03 -1.803523070718998E-02 -2.540349292659597E-01 4.066625436859417E-01 
2.489468775399084E-01 -2.173790364433744E-01 2.039421728474802E-03 8.414657603901418E-02 -1.906032443232504E-01 1.067547366494910E-03 -1.004554879831984E+02 1.079635251949063E+02 -1.854377056270193E+01 -5.417285393807477E+01 4.562466916554796E+01 5.811388579856615E+01 -3.619033355437679E-02 -1.376927584360875E-02 -2.599168347092202E-01 2.365934769850176E-01 
1.928307713650255E-01 -2.217966481131922E-01 8.577820361405492E-04 2.375934265087234E-01 -1.822897454470851E-01 1.738296300974847E-03 -1.003374342826679E+02 1.082814390962963E+02 -1.849423675066347E+01 -5.422426285894498E+01 4.551557715385788E+01 5.820199752176048E+01 5.962599877738435E-02 2.616566336601643E-02 -4.002145195061674E-01 2.722346963069497E-01 
1.582812238862747E-01 -1.754140109366343E-01 1.020928696386579E-03 1.534136543691583E-01 -1.582420624660533E-01 1.820149665057319E-03 -1.005443615587713E+02 1.079112638374525E+02 -1.849993714708821E+01 -5.425853333567895E+01 4.563115431248275E+01 5.816615323251767E+01 -8.854049625900140E-03 2.341343164959677E-02 -3.177627353158369E-01 2.809653294873976E-01 
2.917855493832251E-01 -3.759464382631155E-01 2.063966226383724E-03 2.469230358261872E-01 -3.451310144685490E-01 2.166624622848373E-03 -1.003481189130819E+02 1.081769066088955E+02 -1.847948544063214E+01 -5.418159553799971E+01 4.558521024184202E+01 5.822118241924854E+01 1.562819655145268E-03 -6.737233572859068E-04 -4.602049943775787E-01 4.448456267097117E-01 
1.820996102040723E-01 -2.645705743958263E-01 8.219944882081116E-04 1.793863642488674E-01 -2.407594934957711E-01 1.192834772779454E-03 -1.004950283740004E+02 1.078154113025946E+02 -1.850016094627346E+01 -5.427477497125356E+01 4.553135240205831E+01 5.822217463193576E+01 4.232279769844574E-02 5.756285813713855E-03 -3.545243776894855E-01 3.280821765725783E-01 
1.195280154772592E-01 -3.132526533957823E-01 1.103874221753975E-03 1.258303229974994E-01 -3.470300373322300E-01 3.721231386262020E-03 -1.003819156871038E+02 1.081591743255676E+02 -1.850604397133646E+01 -5.422432629223482E+01 4.568739136662727E+01 5.831113943525841E+01 -1.970066169984198E-02 -2.480792971522276E-02 -2.514913678451631E-01 4.754562977225043E-01 
2.208610114162810E-01 -2.839135704248644E-01 2.294961892364453E-03 1.631943971883972E-01 -3.174652884474268E-01 3.717544195465900E-03 -1.003980888549212E+02 1.082354705550125E+02 -1.842086027260282E+01 -5.423115243839894E+01 4.563551496060336E+01 5.818451657166841E+01 2.390000656255503E-02 2.627905990934963E-02 -4.845399101307475E-01 3.833309044267484E-01 
7.692644567718529E-02 -2.192236872612296E-01 1.765209075137823E-03 9.342314938333489E-02 -2.209648571574374E-01 2.194927593166433E-03 -1.003839272613249E+02 1.081445564946288E+02 -1.843807545512996E+01 -5.429369031229899E+01 4.567207926490340E+01 5.820130434004901E+01 -2.713733080608939E-03 -1.326240832196232E-02 -2.408918630568873E-01 3.606353340751351E-01 
1.080316891683686E-01 -1.703792218624238E-01 1.547462802021118E-03 1.211313967624970E-01 -2.512540910180872E-01 2.624641458505879E-03 -1.003733928552976E+02 1.078559683898298E+02 -1.847286275515691E+01 -5.431009055901428E+01 4.564883349836749E+01 5.821044529628044E+01 4.530734457512465E-03 3.175281542132338E-03 -2.262741469763707E-01 3.871703424098392E-01 
2.124577999692994E-01 -1.601916619190664E-01 2.239585044893234E-04 1.427816288944929E-01 -1.773033709060411E-01 1.681194167138963E-03 -1.003955150006010E+02 1.080939865562244E+02 -1.846206539134331E+01 -5.432780645252870E+01 4.558892912001323E+01 5.821220738528113E+01 -8.363408932854630E-03 2.812152504118520E-03 -3.370708721946403E-01 2.330235424422783E-01 
4.876649426090700E-02 -2.473434145430757E-01 4.277397472887833E-04 7.704121378812065E-02 -2.228980418926614E-01 2.685493081117311E-03 -1.003685203206295E+02 1.079956337531144E+02 -1.849729850483154E+01 -5.416091572746192E+01 4.571756108700221E+01 5.827721769556669E+01 -2.812602340807531E-02 -1.626467069949738E-02 -2.488388783438141E-01 3.936801967825994E-01 
2.151961865202831E-01 -2.416594608102131E-01 1.534610479768187E-03 2.041242877670939E-01 -2.349846291111023E-01 3.614574607107816E-03 -1.004489803124686E+02 1.081111219932595E+02 -1.853792673970776E+01 -5.417805478103568E+01 4.570217438369844E+01 5.825495789003786E+01 2.678518400463174E-03 2.798485744150035E-03 -3.903926830849980E-01 3.245822157339647E-01 
1.725691638832983E-01 -2.989813540176622E-01 1.744757149779484E-03 1.638427315508738E-01 -2.569273929954597E-01 2.638247751694932E-03 -1.003787718108316E+02 1.083031926562313E+02 -1.857883166236129E+01 -5.425216066850135E+01 4.562859994439467E+01 5.824218127629932E+01 -7.133182099307703E-03 -6.663265777648586E-04 -3.313194583101646E-01 3.925187085700284E-01 
2.042472581162237E-01 -3.431656279407650E-01 2.727756812600310E-03 1.479788369921983E-01 -3.400428731362583E-01 4.125854542164078E-03 -1.003378905634711E+02 1.083273551578528E+02 -1.852997005840862E+01 -5.410373281962288E+01 4.568507247995252E+01 5.825627713139954E+01 -2.332848514652567E-02 1.828995072819373E-02 -2.334127309402697E-01 3.442823771168171E-01 
1.415287446779872E-01 -2.899223446515082E-01 1.722673500539018E-03 1.041278105156638E-01 -3.364657773497726E-01 3.017695160699622E-03 -1.004789065934012E+02 1.082387449022009E+02 -1.843822176344037E+01 -5.414773712018145E+01 4.571702750102381E+01 5.821761588700383E+01 -3.996258488239372E-04 3.645198811669260E-02 -3.269209799304880E-01 3.859940913498137E-01 
1.530399307818548E-01 -3.438878098427550E-01 2.862523886388394E-03 9.275784380173611E-02 -2.505182948409140E-01 2.016296788739723E-03 -1.003346035193166E+02 1.082368385359956E+02 -1.854444264468259E+01 -5.422288848739171E+01 4.564610529996316E+01 5.821711865645380E+01 8.276128329744205E-03 -2.154234458375030E-02 -2.477538364685862E-01 3.792037927037727E-01 
2.108946227900664E-01 -3.041707237486498E-01 2.265345574820000E-03 1.314492940570347E-01 -2.200179431854589E-01 1.070989323190172E-03 -1.003512206905880E+02 1.079656269762387E+02 -1.849119682038292E+01 -5.427811870357757E+01 4.555624269697152E+01 5.819804261323414E+01 -4.551874790490153E-02 6.897671140016399E-03 -2.943206099299063E-01 3.637993521962253E-01 
1.398724381036863E-01 -1.512930539621549E-01 2.704716622758657E-03 -3.619201516635484E-02 -1.011357685078397E-01 1.248155593723663E-03 -1.004427214676248E+02 1.078652861172194E+02 -1.844274822384864E+01 -5.441100391209164E+01 4.569035556546201E+01 5.811186845040555E+01 1.354860283421078E-02 2.985990815390707E-02 -2.300328750483327E-01 1.349926943032569E-01 
2.389309363396002E-01 -2.748424608957417E-01 3.511830949809584E-03 2.219956021552090E-01 -2.910174089318155E-01 3.511741430231423E-03 -1.004019709331769E+02 1.081896621343002E+02 -1.849749914488372E+01 -5.421677857897438E+01 4.563510172990141E+01 5.822389101872672E+01 2.052268177305977E-02 1.949378481543079E-02 -5.043382502273568E-01 4.038266184869936E-01 
2.093181860615883E-01 -3.914400514763332E-01 2.612782857214774E-03 2.691697225746917E-01 -2.315197619199689E-01 4.032048621326363E-03 -1.003576534363738E+02 1.081579019711609E+02 -1.855686638454616E+01 -5.417621761577203E+01 4.574626735196535E+01 5.821936347162323E+01 -3.967319249128754E-03 9.574444802658413E-03 -3.942667368590249E-01 3.612859434820856E-01 
1.376111357217004E-01 -1.682049070299752E-01 2.544237363466696E-03 1.051702286809134E-01 -1.569224964824599E-01 2.502699502019556E-03 -1.003106247194210E+02 1.082456747063999E+02 -1.846070329850821E+01 -5.429445417603183E+01 4.570830628020747E+01 5.817103205628656E+01 -1.199662792507042E-02 1.987164416819325E-03 -3.089446604632873E-01 2.914049484964512E-01 
