    0.458891758257617788E+01   -0.833280233029012662E+00    0.802100638735242910E+02   -0.158510722433522574E+03    0.700696471822741307E+00    0.106453827596206274E+01    0.106384637165030771E+01    0.113612275062559265E+01   -0.273347056831039770E+00    0.103236928123770122E+01   -0.761449484580422276E+00    0.928296534102450943E+00    0.320595510255208271E-01   -0.631348131738375162E+01   -0.987362646225928842E+01   -0.819632840469589929E+01   -0.442432628515607007E+01   -0.366879564268661973E+01   -0.788187050107372933E+01   -0.325269553493122032E+01   -0.648856749535444877E+01   -0.957618537045130047E+01   -0.716241109483414728E+01    0.438029318229797404E+01   -0.147163417189991819E+01    0.146877202981945675E+04
    0.458891916107676767E+01   -0.833276284954799551E+00    0.391802236411522244E+02   -0.156552840245587220E+03    0.900906543091894552E+00    0.681856803580160431E+00   -0.150657566646733576E+00    0.758623622649867713E+00    0.559576538343788954E-01    0.110109486864985096E+01   -0.301284297989108940E+00    0.303646605005454040E+00    0.106994135106602739E+01   -0.946682838647712188E+01   -0.455259559034770689E+01   -0.388094597881334735E+01   -0.409689473217965805E+01   -0.360673675205844546E+01   -0.483754125383276445E+01   -0.353420034026600582E+01   -0.764113373077166180E+01   -0.722795905751532786E+01   -0.699201743464297465E+01    0.466344062779349500E+01   -0.149841673768730321E+01    0.146987371051893479E+04
    0.458892027824993853E+01   -0.833279987216971496E+00    0.609977233478879270E+02   -0.270239939742617992E+03    0.185235076241836660E+00    0.415207191375979390E+00   -0.540063988850980614E-02    0.994427679270164067E+00   -0.885213045541923704E+00    0.116296505344529422E+01    0.757724746487446810E+00   -0.524294777235623455E+00    0.980840331486785288E-01   -0.376130407086205842E+01   -0.695437950733349908E+01   -0.394954672783027938E+01   -0.800406553606148741E+01   -0.375513941352353697E+01   -0.782158311881162849E+01   -0.562634484766352294E+01   -0.798634277448572050E+01   -0.410434267829624400E+01   -0.723709133511656688E+01    0.438468802411885505E+01   -0.139233878693762581E+01    0.147044720244994483E+04
    0.458891805123114160E+01   -0.833282776846538176E+00    0.658372260280871160E+02   -0.156528812502198548E+03    0.826611756854874313E+00    0.480226393774385141E+00   -0.253700065084204507E+00    0.102171208636257571E+01    0.632977860711598783E+00    0.116765962169392790E+01   -0.471811083515493390E+00   -0.252747646970543860E+00    0.904114446188069243E+00   -0.713366466794887621E+01   -0.966835557247369870E+01   -0.447665174738351368E+01   -0.398995087406716742E+01   -0.597328310383825478E+01   -0.413921093498015402E+01   -0.340967320355155845E+01   -0.558528222790512618E+01   -0.522660979789675118E+01   -0.741645627247307537E+01    0.450860213806211529E+01   -0.132896408204951455E+01    0.147137297509040991E+04
    0.458891929474322691E+01   -0.833280194551755393E+00    0.145337743919428704E+02   -0.115151038923576721E+03    0.698879295322236471E+00    0.399717516666906025E+00    0.643840246819089579E-01    0.107539687320238420E+01   -0.437084413164929630E+00    0.107343046993356639E+01   -0.327158755648725430E+00   -0.688769384875088209E+00    0.420501837956729130E+00   -0.516614850011442250E+01   -0.450605529787396275E+01   -0.671656628805369493E+01   -0.816071840660969450E+01   -0.725562520181197446E+01   -0.477758901090498345E+01   -0.313342759603963561E+01   -0.371027832546485037E+01   -0.499851398605825104E+01   -0.724729773613763584E+01    0.439489214817466411E+01   -0.141999983826948406E+01    0.147163245796522824E+04
    0.458891912179427663E+01   -0.833277471104904799E+00    0.101511797364540939E+03   -0.147045670431677252E+03    0.197980953962090922E+00    0.529143592767113313E+00    0.457845656873854256E+00    0.103263476246940256E+01   -0.850780314449616881E+00    0.113019379137760190E+01    0.664068269950405909E+00   -0.975788953014621652E+00    0.576688412726877653E+00   -0.348493510509894744E+01   -0.739814569099571173E+01   -0.727374169699037409E+01   -0.905521028680604445E+01   -0.366210973331897982E+01   -0.661049022524142149E+01   -0.553256692804768768E+01   -0.320739497825896702E+01   -0.457325093289265006E+01   -0.707003045680706421E+01    0.446767356067882737E+01   -0.144906634360022113E+01    0.147193677657121793E+04
    0.458892010243619541E+01   -0.833281329070284182E+00    0.457251494662473306E+02   -0.183256262410773729E+03    0.788464135798697452E+00    0.118819518201306318E+01    0.369305201457502452E+00    0.108065882978749794E+01   -0.228107458140510366E+00    0.117103418237543533E+01    0.551319888641264022E+00    0.108796549514350893E+01    0.352040212627640070E-01   -0.644309915814533696E+01   -0.731043800864041327E+01   -0.623911029240746196E+01   -0.763242622451390407E+01   -0.411583870860871759E+01   -0.709242724104732503E+01   -0.360905815794868001E+01   -0.446257058598978329E+01   -0.435876461839921259E+01   -0.697838443044484436E+01    0.465123450607597899E+01   -0.147174373488251686E+01    0.147201089281704435E+04
    0.458891787593352785E+01   -0.833284910209149299E+00    0.669890738292864398E+02   -0.175958508785813763E+03    0.723388511201335405E+00    0.490995993395678232E+00    0.109372295027061028E+00    0.902784324440959685E+00    0.946212051323458425E-01    0.114607525599143845E+01    0.106042729883284759E+01    0.716693814059058631E+00   -0.958338481604094738E+00   -0.854130706494244230E+01   -0.807701955365012658E+01   -0.580058706259843593E+01   -0.412703814278808423E+01   -0.393041650025398148E+01   -0.531198999810919670E+01   -0.369848017309270638E+01   -0.634382546175026096E+01   -0.676761600669602714E+01   -0.705178116400826038E+01    0.464464308428335126E+01   -0.141813146023835390E+01    0.147288169576768496E+04
    0.458891751324931629E+01   -0.833280249141588270E+00    0.347247749843127167E+02   -0.696297399079955994E+02    0.756999131859539265E+00    0.221182487566996988E+00    0.262916092784045929E+00    0.114780407316646649E+01   -0.580382263916862984E+00    0.117918890340203175E+01    0.586605292708284987E+00    0.563345863311635497E+00   -0.602726606740491722E+00   -0.745040201968127835E+01   -0.497950975565672849E+01   -0.831170447521963496E+01   -0.625475668827306563E+01   -0.357345728017755615E+01   -0.493684403734962363E+01   -0.349906978834116167E+01   -0.503509924396984054E+01   -0.660822131351415276E+01   -0.715368612459811359E+01    0.448237364840349706E+01   -0.143701188019564574E+01    0.147358108958443995E+04
    0.458892069610011077E+01   -0.833281281948798025E+00    0.282113756581325106E+02   -0.892082970006657661E+02    0.825322393536752408E+00    0.744872127815107810E+00   -0.400638740987768749E-01    0.111897655521987094E+01    0.632222421095284037E+00    0.112389713840402949E+01    0.132843703604399010E+00    0.251983938891051418E+00   -0.506356445072282724E+00   -0.581090125818955183E+01   -0.941908701980601215E+01   -0.610616484787971636E+01   -0.437384931357890405E+01   -0.371324694677179323E+01   -0.655913868612493189E+01   -0.336639539807304544E+01   -0.566566794543011909E+01   -0.499996674573597399E+01   -0.704865831741739512E+01    0.499216362189184348E+01   -0.139469240996312083E+01    0.147361190751302433E+04
