9.196656569048565E-01 -1.566782185154957E-01 -4.547231140574818E-04 9.964923549299677E-01 9.983592761429159E-01 9.395215849980129E-01 -2.241731949519920E-01 2.154947614289437E-04 9.976857241402078E-01 9.995568977346081E-01 1.035676041254793E+00 -2.151865666248061E-01 3.886890879875740E-04 9.979456238208040E-01 1.000014291780626E+00 1.130428654273566E+00 -2.709301421732426E-01 4.838940067632410E-04 9.981053528911124E-01 1.000388367068562E+00 -4.127920295194101E+02 8.910530744549213E+02 -5.548644731843586E+02 7.902265788768893E+02 3.910351724428876E+02 1.486241890702656E+02 -8.254111948131694E+00 2.582085952487030E+02 1.572332146280531E+02 -6.150510164286892E+02 8.932187152513770E+02 -4.680645981623229E+02 2.882108044709036E-01 -1.341214142912172E+00 -2.024117024036550E-02 -1.309518512800829E-01 
9.980024334058526E-01 -1.427942177986292E-01 2.260643252016491E-04 9.970535703467091E-01 9.979679689145300E-01 1.008236611808540E+00 -2.171712410994420E-01 6.235517223116393E-04 9.975740964826341E-01 9.995102356540956E-01 1.050936695975903E+00 -3.185214227619093E-01 8.053116072990639E-04 9.975438135836140E-01 1.000128905679216E+00 1.164457268677002E+00 -2.827870512209013E-01 9.558130423966564E-04 9.982240066300554E-01 1.000338030609269E+00 -4.122873418290488E+02 8.912143403698005E+02 -5.546877434169727E+02 7.909973340375931E+02 3.913345464978257E+02 1.485685768848376E+02 -8.220462333330344E+00 2.581836303319888E+02 1.569705563831342E+02 -6.150124088476446E+02 8.928308951729181E+02 -4.686207493767092E+02 2.583679769454572E-01 -1.557436973564450E+00 -1.891485230250832E-02 -9.864491063185780E-02 
9.347480975712807E-01 -3.552012743911946E-01 -2.906132594598244E-04 9.974899905481386E-01 9.976842202407341E-01 8.544091689293500E-01 -4.343239363951239E-01 -1.372232201077821E-04 9.977659862404928E-01 9.990090736412738E-01 7.476934319354810E-01 -5.182501742784947E-01 3.667189428395053E-04 9.981820208093221E-01 9.998873901902189E-01 7.684260153041161E-01 -5.446686582113944E-01 5.074375814999961E-05 9.981320706824853E-01 1.000318925639886E+00 -4.129376891557322E+02 8.912680910474198E+02 -5.546545199685594E+02 7.908800839396915E+02 3.913562312684046E+02 1.487275137238292E+02 -7.937587605227152E+00 2.584984512972826E+02 1.576059272241407E+02 -6.147832597913829E+02 8.928654905825472E+02 -4.681052359620537E+02 2.441045923737926E-01 -1.537949374956014E+00 -9.647911848586731E-04 -7.101700767685602E-02 
8.646515712072221E-01 -7.678362376095214E-01 -3.450921840612628E-04 9.968513532846053E-01 9.980482480626424E-01 6.564627798243508E-01 -8.932788100915277E-01 1.600389113559147E-04 9.973152801463050E-01 9.998813343914837E-01 5.385571091822088E-01 -9.992173280981039E-01 1.340529949301396E-04 9.977848879802121E-01 1.000363654597055E+00 6.929924020345224E-01 -9.896266118359218E-01 4.404135826632688E-04 9.979245675575648E-01 1.000711120644669E+00 -4.124024710898087E+02 8.914223312301600E+02 -5.550283119133653E+02 7.910094788540090E+02 3.917406902515265E+02 1.493991135298766E+02 -7.794579782618774E+00 2.587867295419164E+02 1.577732733330692E+02 -6.140522662625588E+02 8.936151441818582E+02 -4.671232543229775E+02 1.878966158422360E-01 -1.677740537892111E+00 1.498074793675060E-02 2.220293642123082E-02 
1.254234022110342E+00 -3.905246198754343E-01 5.176838355498816E-04 9.963977038183812E-01 9.977271155027743E-01 1.000279137842454E+00 -2.173198069953104E-01 4.723841463124497E-04 9.980014722639309E-01 9.989720072265402E-01 1.147916460706142E+00 -3.261971127135914E-01 6.710250754558000E-04 9.976993309573714E-01 9.995180248486282E-01 1.042102561783467E+00 -2.716118968223863E-01 4.211828828541588E-04 9.975313456707211E-01 9.996061317405843E-01 -4.128781526185954E+02 8.918432661346533E+02 -5.548856524335979E+02 7.912472800304610E+02 3.910351682029857E+02 1.487500389838092E+02 -8.102189405558315E+00 2.583420376417515E+02 1.570279691711806E+02 -6.154493914681291E+02 8.927308520958716E+02 -4.686519761866033E+02 1.844583618691010E-01 -1.601226476082959E+00 -5.471164464719701E-03 -1.037418806798135E-01 
1.489901433457832E+00 -1.886206325526846E-01 8.429084899721654E-04 9.962427806464758E-01 9.981021708254625E-01 1.273169769831991E+00 -3.172056512868293E-01 1.191537201741267E-03 9.968012252806560E-01 9.992890753414669E-01 1.304296606334665E+00 -1.571868180712092E-01 9.618301740488730E-04 9.974434213294043E-01 9.995927695930343E-01 1.060586160067225E+00 -1.818540986119527E-01 1.155204914042511E-03 9.978355212364826E-01 9.998360596620690E-01 -4.128969133186243E+02 8.915194761430714E+02 -5.550207944495519E+02 7.911954900515417E+02 3.909808752237502E+02 1.483583252301842E+02 -8.177817330530983E+00 2.582589968414732E+02 1.568051877215256E+02 -6.155491199430187E+02 8.927342568258134E+02 -4.690446720113773E+02 1.590353823287647E-01 -1.702278047015473E+00 -5.095452483673273E-02 -7.389847346870611E-02 
9.076324741133395E-01 -2.314820749778770E-01 -1.648963305280721E-04 9.977789426201755E-01 9.978299466179597E-01 7.137088071488330E-01 -3.889924782166559E-01 2.106443659498212E-04 9.983248762491449E-01 9.994041608137376E-01 9.152408130694382E-01 -4.593095757386388E-01 5.037335907890615E-04 9.978802796331395E-01 1.000196486384326E+00 8.056895667222493E-01 -4.684856376624347E-01 6.486339346643274E-04 9.979486189446062E-01 1.000400165002140E+00 -4.122555757504002E+02 8.916152361052201E+02 -5.544549339629918E+02 7.906166886785753E+02 3.909794259367073E+02 1.486998343303505E+02 -7.954043189064398E+00 2.583045179566785E+02 1.572458344725295E+02 -6.149235471092778E+02 8.929080738658366E+02 -4.681361560350897E+02 1.386544688931033E-01 -1.723975217360976E+00 7.098079484383190E-03 -6.002474794354400E-02 
8.865339296783955E-01 -3.400671898042605E-01 -1.549033997755552E-04 9.970027631629307E-01 9.983906189886046E-01 8.879766836065185E-01 -5.215727225794861E-01 2.975247356205758E-04 9.973270904961826E-01 1.000007479708357E+00 8.164414423382925E-01 -4.660925077229714E-01 3.085436486571886E-04 9.977517115555969E-01 1.000362977983590E+00 1.035016061474226E+00 -5.563965632906568E-01 8.377074583398109E-04 9.980078589995257E-01 1.000598812421622E+00 -4.126719715806515E+02 8.909646918402060E+02 -5.548231631728404E+02 7.904975097520785E+02 3.912224822326241E+02 1.486367767164833E+02 -8.054111746727134E+00 2.584242940384022E+02 1.573516575020417E+02 -6.145762215193140E+02 8.934719125829561E+02 -4.677523113084093E+02 1.530471704661800E-01 -1.806930660740720E+00 -3.358672464820307E-03 -4.736658688117579E-02 
1.038520315396581E+00 -6.691208464059204E-01 4.584992929225870E-04 9.969264317134287E-01 9.974816434116111E-01 8.172953430757776E-01 -5.767449365376491E-01 5.649044135448564E-04 9.976230434843267E-01 9.986323308569088E-01 8.970022117526548E-01 -7.330539697270593E-01 8.046915286793646E-04 9.980010495187577E-01 9.993427501291257E-01 9.187339326331589E-01 -7.060610899140266E-01 1.396077963591777E-03 9.977346770661033E-01 9.997526811397739E-01 -4.121702893643032E+02 8.923269116023877E+02 -5.543683087708865E+02 7.916726960425881E+02 3.913262757385903E+02 1.490287566099238E+02 -7.848382204093742E+00 2.588085071126147E+02 1.569800509153597E+02 -6.151884830937605E+02 8.928829716861837E+02 -4.684798605703720E+02 1.703446919570226E-01 -1.703109937854548E+00 -1.528584107827818E-02 7.252354363943919E-03 
1.131151926525092E+00 -2.410951467197806E-01 -3.458728262007142E-04 9.969909592544687E-01 9.979381209492387E-01 1.037085604982683E+00 -4.436075358339278E-01 3.516870466108911E-04 9.975711282805094E-01 9.996996084702711E-01 1.051918698796581E+00 -4.352319993463932E-01 -6.155290562089246E-05 9.980109648951722E-01 1.000002940682454E+00 1.168098324186493E+00 -4.749481522993008E-01 2.980289054090034E-04 9.979835283865339E-01 1.000160791562251E+00 -4.132013200721157E+02 8.913657945088972E+02 -5.550730326367429E+02 7.905541810737021E+02 3.913176479198207E+02 1.488870469792094E+02 -8.160778562618681E+00 2.584246824990780E+02 1.574888071984062E+02 -6.147335680981524E+02 8.930763728647660E+02 -4.679027340114234E+02 2.563595150855776E-01 -1.444556988666713E+00 -3.526981535652696E-02 -9.775048044421938E-02 
